Dataset,K,Repetition,Seed,Model,TunedParameters,DataBudgetProtocol,Method,Epsilon,Alpha,Accuracy,Unfairness,OptimizerSuccess,OptimizerStatus,OptimizerMessage,OptimizerIterations,PostprocessRuntimeSeconds,Convergence,SolverResidual,ProjectionRho,ProjectionMaxIterRequested,ProjectionDivergence,ProjectionMethod,TransportCalibrationDPGap,TransportObjective,TransportMIPSolver,TransportQPSolver
DRUG,4,11,110777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,RF,"{'n_estimators': np.int64(40), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(8)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,RF,"{'n_estimators': np.int64(40), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(8)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,RF,"{'n_estimators': np.int64(40), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(8)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,RF,"{'n_estimators': np.int64(40), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(8)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,RF,"{'n_estimators': np.int64(40), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(1), 'max_depth': np.int64(8)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,GBM,"{'reg_lambda': 2, 'reg_alpha': 0.1, 'num_leaves': np.int64(26), 'n_estimators': np.int64(53), 'min_child_samples': np.int64(65), 'max_depth': np.int64(5)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,GBM,"{'reg_lambda': 2, 'reg_alpha': 0.1, 'num_leaves': np.int64(26), 'n_estimators': np.int64(53), 'min_child_samples': np.int64(65), 'max_depth': np.int64(5)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,GBM,"{'reg_lambda': 2, 'reg_alpha': 0.1, 'num_leaves': np.int64(26), 'n_estimators': np.int64(53), 'min_child_samples': np.int64(65), 'max_depth': np.int64(5)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,GBM,"{'reg_lambda': 2, 'reg_alpha': 0.1, 'num_leaves': np.int64(26), 'n_estimators': np.int64(53), 'min_child_samples': np.int64(65), 'max_depth': np.int64(5)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,11,110777,GBM,"{'reg_lambda': 2, 'reg_alpha': 0.1, 'num_leaves': np.int64(26), 'n_estimators': np.int64(53), 'min_child_samples': np.int64(65), 'max_depth': np.int64(5)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,RF,"{'n_estimators': np.int64(49), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(13)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,RF,"{'n_estimators': np.int64(49), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(13)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,RF,"{'n_estimators': np.int64(49), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(13)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,RF,"{'n_estimators': np.int64(49), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(13)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,RF,"{'n_estimators': np.int64(49), 'min_samples_split': np.int64(6), 'min_samples_leaf': np.int64(3), 'max_depth': np.int64(13)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,GBM,"{'reg_lambda': 20, 'reg_alpha': 5, 'num_leaves': np.int64(29), 'n_estimators': np.int64(87), 'min_child_samples': np.int64(29), 'max_depth': np.int64(12)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,GBM,"{'reg_lambda': 20, 'reg_alpha': 5, 'num_leaves': np.int64(29), 'n_estimators': np.int64(87), 'min_child_samples': np.int64(29), 'max_depth': np.int64(12)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,GBM,"{'reg_lambda': 20, 'reg_alpha': 5, 'num_leaves': np.int64(29), 'n_estimators': np.int64(87), 'min_child_samples': np.int64(29), 'max_depth': np.int64(12)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,GBM,"{'reg_lambda': 20, 'reg_alpha': 5, 'num_leaves': np.int64(29), 'n_estimators': np.int64(87), 'min_child_samples': np.int64(29), 'max_depth': np.int64(12)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,12,120777,GBM,"{'reg_lambda': 20, 'reg_alpha': 5, 'num_leaves': np.int64(29), 'n_estimators': np.int64(87), 'min_child_samples': np.int64(29), 'max_depth': np.int64(12)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,RF,"{'n_estimators': np.int64(43), 'min_samples_split': np.int64(2), 'min_samples_leaf': np.int64(4), 'max_depth': np.int64(2)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,13,130777,GBM,"{'reg_lambda': 0, 'reg_alpha': 0, 'num_leaves': np.int64(9), 'n_estimators': np.int64(173), 'min_child_samples': np.int64(12), 'max_depth': np.int64(10)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,RF,"{'n_estimators': np.int64(192), 'min_samples_split': np.int64(3), 'min_samples_leaf': np.int64(5), 'max_depth': np.int64(3)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,14,140777,GBM,"{'reg_lambda': 0, 'reg_alpha': 5, 'num_leaves': np.int64(46), 'n_estimators': np.int64(120), 'min_child_samples': np.int64(16), 'max_depth': np.int64(8)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,RF,"{'n_estimators': np.int64(109), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(3)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,RF,"{'n_estimators': np.int64(109), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(3)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,RF,"{'n_estimators': np.int64(109), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(3)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,RF,"{'n_estimators': np.int64(109), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(3)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,RF,"{'n_estimators': np.int64(109), 'min_samples_split': np.int64(10), 'min_samples_leaf': np.int64(2), 'max_depth': np.int64(3)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,GBM,"{'reg_lambda': 50, 'reg_alpha': 2, 'num_leaves': np.int64(46), 'n_estimators': np.int64(97), 'min_child_samples': np.int64(66), 'max_depth': np.int64(9)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,GBM,"{'reg_lambda': 50, 'reg_alpha': 2, 'num_leaves': np.int64(46), 'n_estimators': np.int64(97), 'min_child_samples': np.int64(66), 'max_depth': np.int64(9)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,GBM,"{'reg_lambda': 50, 'reg_alpha': 2, 'num_leaves': np.int64(46), 'n_estimators': np.int64(97), 'min_child_samples': np.int64(66), 'max_depth': np.int64(9)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,GBM,"{'reg_lambda': 50, 'reg_alpha': 2, 'num_leaves': np.int64(46), 'n_estimators': np.int64(97), 'min_child_samples': np.int64(66), 'max_depth': np.int64(9)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,15,150777,GBM,"{'reg_lambda': 50, 'reg_alpha': 2, 'num_leaves': np.int64(46), 'n_estimators': np.int64(97), 'min_child_samples': np.int64(66), 'max_depth': np.int64(9)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,reglog,{},paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,reglog,{},paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,reglog,{},paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,reglog,{},paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,reglog,{},paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,RF,"{'n_estimators': np.int64(108), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,RF,"{'n_estimators': np.int64(108), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.1,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,RF,"{'n_estimators': np.int64(108), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.2,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,RF,"{'n_estimators': np.int64(108), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.5,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,RF,"{'n_estimators': np.int64(108), 'min_samples_split': np.int64(4), 'min_samples_leaf': np.int64(6), 'max_depth': np.int64(3)}",paper,FairProjection,,0.75,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
DRUG,4,16,160777,GBM,"{'reg_lambda': 50, 'reg_alpha': 0, 'num_leaves': np.int64(12), 'n_estimators': np.int64(43), 'min_child_samples': np.int64(16), 'max_depth': np.int64(11)}",paper,FairProjection,,0.0,,,False,failed,RuntimeError('`tf.data.Dataset` only supports Python-style iteration in eager mode or within tf.function.'),,,not_completed,,2.0,500.0,cross-entropy,tf,,,,
